user_id,product_id,timestamp,days_ago,decay_w
5,40053,2026-02-11 03:32:03,27,0.7320428479728127
5,40088,2026-02-11 03:32:03,27,0.7320428479728127
5,40034,2026-02-11 03:32:03,27,0.7320428479728127
5,40032,2026-02-11 03:32:03,27,0.7320428479728127
5,40027,2026-02-11 03:32:03,27,0.7320428479728127
5,40027,2026-02-11 03:32:30,27,0.7320428479728127
5,40311,2026-03-02 01:57:45,8,0.9117224885582168
5,40295,2026-03-02 01:57:45,8,0.9117224885582168
5,40207,2026-03-02 01:57:45,8,0.9117224885582168
5,40033,2026-03-02 01:57:45,8,0.9117224885582168
5,40105,2026-03-11 14:00:58,0,1.0
5,40070,2026-03-11 14:01:43,0,1.0
5,40105,2026-03-11 14:02:09,0,1.0
6,40510,2025-12-16 13:00:00,84,0.37892914162759955
6,40370,2025-12-16 15:00:00,84,0.37892914162759955
6,40194,2025-12-17 13:00:00,83,0.38333208616740017
6,40363,2025-12-19 21:00:00,81,0.3922920489483754
6,40512,2025-12-21 18:00:00,79,0.40146144093168823
6,40094,2025-12-23 07:00:00,77,0.41084515729289517
6,40272,2025-12-24 04:00:00,76,0.4156189480713939
6,40204,2025-12-25 09:00:00,75,0.4204482076268573
6,40173,2025-12-27 06:00:00,73,0.430275718622165
6,40274,2025-12-27 21:00:00,73,0.430275718622165
6,40144,2025-12-28 10:00:00,72,0.4352752816480621
6,40168,2025-12-30 12:00:00,70,0.4454493590701697
6,40218,2025-12-31 02:00:00,69,0.45062523130541515
6,40182,2026-01-02 01:00:00,67,0.46115809679296965
6,40310,2026-01-03 23:00:00,66,0.4665164957684037
6,40195,2026-01-05 10:00:00,64,0.4774208019552083
6,40178,2026-01-05 17:00:00,64,0.4774208019552083
6,40270,2026-01-08 05:00:00,61,0.4942570101764481
6,40433,2026-01-11 03:00:00,58,0.5116869459983875
6,40192,2026-01-11 20:00:00,58,0.5116869459983875
6,40568,2026-01-13 22:00:00,56,0.5236470614103134
6,40388,2026-01-14 10:00:00,55,0.5297315471796477
6,40328,2026-01-17 10:00:00,52,0.5484124898473131
7,40129,2025-12-28 19:00:00,72,0.4352752816480621
7,40574,2025-12-29 04:00:00,71,0.4403329367980742
7,40086,2025-12-30 11:00:00,70,0.4454493590701697
7,40556,2025-12-30 17:00:00,70,0.4454493590701697
7,40319,2026-01-01 11:00:00,68,0.45586124427910846
7,40267,2026-01-03 16:00:00,66,0.4665164957684037
7,40694,2026-01-05 04:00:00,64,0.4774208019552083
7,40067,2026-01-05 14:00:00,64,0.4774208019552083
7,40343,2026-01-06 19:00:00,63,0.4829681644624228
7,40443,2026-01-08 13:00:00,61,0.4942570101764481
7,40637,2026-01-09 18:00:00,60,0.5
7,40461,2026-01-12 11:00:00,57,0.5176324619206888
7,40325,2026-01-14 15:00:00,55,0.5297315471796477
7,40327,2026-01-17 03:00:00,52,0.5484124898473131
7,40469,2026-01-17 23:00:00,52,0.5484124898473131
7,40182,2026-01-19 10:00:00,50,0.5612310241546865
7,40482,2026-01-20 05:00:00,49,0.5677522145354388
7,40499,2026-01-21 14:00:00,48,0.5743491774985175
7,40194,2026-01-24 12:00:00,45,0.5946035575013605
7,40454,2026-01-25 23:00:00,44,0.6015125180410583
7,40123,2026-01-28 07:00:00,41,0.6227248111794115
7,40468,2026-01-30 12:00:00,39,0.6372803136596311
7,40175,2026-02-01 12:00:00,37,0.6521760348827822
7,40073,2026-02-02 18:00:00,36,0.6597539553864472
7,40503,2026-02-03 13:00:00,35,0.6674199270850172
7,40255,2026-02-06 08:00:00,32,0.690956439983888
7,40030,2026-02-09 01:00:00,29,0.7153229662176293
7,40168,2026-02-09 14:00:00,29,0.7153229662176293
7,40034,2026-02-09 22:00:00,29,0.7153229662176293
7,40622,2026-02-10 14:00:00,28,0.7236346187201891
7,40180,2026-02-11 11:00:00,27,0.7320428479728127
7,40615,2026-02-12 09:00:00,26,0.7405487761432822
7,40613,2026-02-14 17:00:00,24,0.7578582832551991
8,40129,2025-10-23 23:00:00,138,0.2030630990890589
8,40123,2025-10-26 20:00:00,135,0.21022410381342865
8,40347,2025-10-26 22:00:00,135,0.21022410381342865
8,40285,2025-10-28 17:00:00,133,0.21513785931108256
8,40194,2025-10-31 09:00:00,130,0.22272467953508487
8,40042,2025-10-31 13:00:00,130,0.22272467953508487
8,40455,2025-11-01 05:00:00,129,0.22531261565270758
8,40068,2025-11-03 05:00:00,127,0.23057904839648485
8,40048,2025-11-04 22:00:00,126,0.23325824788420185
8,40121,2025-11-06 06:00:00,124,0.23871040097760418
8,40076,2025-11-06 15:00:00,124,0.23871040097760418
8,40575,2025-11-07 23:00:00,123,0.2414840822312114
8,40592,2025-11-08 11:00:00,122,0.2442899921085615
8,40313,2025-11-08 23:00:00,122,0.2442899921085615
8,40352,2025-11-11 15:00:00,119,0.25290486007548063
8,40075,2025-11-12 01:00:00,118,0.2558434729991938
8,40101,2025-11-14 23:00:00,116,0.2618235307051567
8,40200,2025-11-15 17:00:00,115,0.2648657735898239
8,40127,2025-11-16 11:00:00,114,0.2679433656340733
8,40613,2025-11-19 01:00:00,111,0.27739236801696127
8,40559,2025-11-22 01:00:00,108,0.2871745887492588
8,40577,2025-11-23 00:00:00,108,0.2871745887492588
8,40265,2025-11-24 11:00:00,106,0.2938869765709022
